requestId,id,refreshType,startTime_x,endTime_x,status,serviceExceptionJson_x,attemptId,startTime_y,endTime_y,serviceExceptionJson_y
03f43547-95de-4607-ba46-39eabfd5ea9c,17072787,Scheduled,2024-03-31T06:00:05.77Z,2024-03-31T06:00:34.04Z,Completed,,1.0,2024-03-31T06:00:05.8791086Z,2024-03-31T06:00:31.8056373Z,
03f43547-95de-4607-ba46-39eabfd5ea9c,17072787,Scheduled,2024-03-31T06:00:05.77Z,2024-03-31T06:00:34.04Z,Completed,,1.0,2024-03-31T06:00:32.0711553Z,2024-03-31T06:00:32.3680356Z,
03f43547-95de-4607-ba46-39eabfd5ea9c,17072787,Scheduled,2024-03-31T06:00:05.77Z,2024-03-31T06:00:34.04Z,Completed,,,,,
03f43547-95de-4607-ba46-39eabfd5ea9c,17072787,Scheduled,2024-03-31T06:00:05.77Z,2024-03-31T06:00:34.04Z,Completed,,,,,
b63cbdfd-cdaf-4f10-bf92-a5df8e0784fd,17038958,Scheduled,2024-03-30T06:00:03.617Z,2024-03-30T06:00:35.5Z,Completed,,1.0,2024-03-30T06:00:03.9300718Z,2024-03-30T06:00:33.5482232Z,
b63cbdfd-cdaf-4f10-bf92-a5df8e0784fd,17038958,Scheduled,2024-03-30T06:00:03.617Z,2024-03-30T06:00:35.5Z,Completed,,1.0,2024-03-30T06:00:33.8450547Z,2024-03-30T06:00:34.0325518Z,
b63cbdfd-cdaf-4f10-bf92-a5df8e0784fd,17038958,Scheduled,2024-03-30T06:00:03.617Z,2024-03-30T06:00:35.5Z,Completed,,,,,
b63cbdfd-cdaf-4f10-bf92-a5df8e0784fd,17038958,Scheduled,2024-03-30T06:00:03.617Z,2024-03-30T06:00:35.5Z,Completed,,,,,
3a8f6d91-2e48-48c0-8e1b-2bbf93d50c6e,16996589,Scheduled,2024-03-29T06:00:02.637Z,2024-03-29T06:00:35.46Z,Completed,,1.0,2024-03-29T06:00:02.996065Z,2024-03-29T06:00:33.9445867Z,
3a8f6d91-2e48-48c0-8e1b-2bbf93d50c6e,16996589,Scheduled,2024-03-29T06:00:02.637Z,2024-03-29T06:00:35.46Z,Completed,,1.0,2024-03-29T06:00:34.1945431Z,2024-03-29T06:00:34.3664194Z,
3a8f6d91-2e48-48c0-8e1b-2bbf93d50c6e,16996589,Scheduled,2024-03-29T06:00:02.637Z,2024-03-29T06:00:35.46Z,Completed,,,,,
3a8f6d91-2e48-48c0-8e1b-2bbf93d50c6e,16996589,Scheduled,2024-03-29T06:00:02.637Z,2024-03-29T06:00:35.46Z,Completed,,,,,
5b689861-86c1-5f2e-63f5-e67992864522,16966164,OnDemand,2024-03-28T12:25:38.83Z,2024-03-28T12:26:10.147Z,Completed,,1.0,2024-03-28T12:25:38.8779636Z,2024-03-28T12:26:08.2388771Z,
5b689861-86c1-5f2e-63f5-e67992864522,16966164,OnDemand,2024-03-28T12:25:38.83Z,2024-03-28T12:26:10.147Z,Completed,,1.0,2024-03-28T12:26:08.6764295Z,2024-03-28T12:26:08.8326365Z,
5b689861-86c1-5f2e-63f5-e67992864522,16966164,OnDemand,2024-03-28T12:25:38.83Z,2024-03-28T12:26:10.147Z,Completed,,,,,
5b689861-86c1-5f2e-63f5-e67992864522,16966164,OnDemand,2024-03-28T12:25:38.83Z,2024-03-28T12:26:10.147Z,Completed,,,,,
cfd1d9ef-43a8-4a58-b13d-a84d475639e1,16955663,Scheduled,2024-03-28T06:00:03.037Z,2024-03-28T06:00:37.773Z,Completed,,1.0,2024-03-28T06:00:03.4751962Z,2024-03-28T06:00:35.8992146Z,
cfd1d9ef-43a8-4a58-b13d-a84d475639e1,16955663,Scheduled,2024-03-28T06:00:03.037Z,2024-03-28T06:00:37.773Z,Completed,,1.0,2024-03-28T06:00:36.1648533Z,2024-03-28T06:00:36.3523478Z,
cfd1d9ef-43a8-4a58-b13d-a84d475639e1,16955663,Scheduled,2024-03-28T06:00:03.037Z,2024-03-28T06:00:37.773Z,Completed,,,,,
cfd1d9ef-43a8-4a58-b13d-a84d475639e1,16955663,Scheduled,2024-03-28T06:00:03.037Z,2024-03-28T06:00:37.773Z,Completed,,,,,
a8bb9cae-6ece-4060-8202-36f5fbc34b09,16917496,Scheduled,2024-03-27T06:00:02.99Z,2024-03-27T06:00:35.24Z,Completed,,1.0,2024-03-27T06:00:03.255897Z,2024-03-27T06:00:33.6935164Z,
a8bb9cae-6ece-4060-8202-36f5fbc34b09,16917496,Scheduled,2024-03-27T06:00:02.99Z,2024-03-27T06:00:35.24Z,Completed,,1.0,2024-03-27T06:00:34.0060323Z,2024-03-27T06:00:34.1935229Z,
a8bb9cae-6ece-4060-8202-36f5fbc34b09,16917496,Scheduled,2024-03-27T06:00:02.99Z,2024-03-27T06:00:35.24Z,Completed,,,,,
a8bb9cae-6ece-4060-8202-36f5fbc34b09,16917496,Scheduled,2024-03-27T06:00:02.99Z,2024-03-27T06:00:35.24Z,Completed,,,,,
0eabdf98-c16f-41aa-bc43-40c523df4bc0,16881694,Scheduled,2024-03-26T06:00:08.627Z,2024-03-26T06:00:40.16Z,Completed,,1.0,2024-03-26T06:00:08.7356671Z,2024-03-26T06:00:38.1588163Z,
0eabdf98-c16f-41aa-bc43-40c523df4bc0,16881694,Scheduled,2024-03-26T06:00:08.627Z,2024-03-26T06:00:40.16Z,Completed,,1.0,2024-03-26T06:00:38.5026031Z,2024-03-26T06:00:38.6743716Z,
0eabdf98-c16f-41aa-bc43-40c523df4bc0,16881694,Scheduled,2024-03-26T06:00:08.627Z,2024-03-26T06:00:40.16Z,Completed,,,,,
0eabdf98-c16f-41aa-bc43-40c523df4bc0,16881694,Scheduled,2024-03-26T06:00:08.627Z,2024-03-26T06:00:40.16Z,Completed,,,,,
6d2acd89-66d9-49a3-abd5-151e2d354f35,16846300,Scheduled,2024-03-25T06:00:02.38Z,2024-03-25T06:00:38.24Z,Completed,,1.0,2024-03-25T06:00:03.0974091Z,2024-03-25T06:00:36.2072232Z,
6d2acd89-66d9-49a3-abd5-151e2d354f35,16846300,Scheduled,2024-03-25T06:00:02.38Z,2024-03-25T06:00:38.24Z,Completed,,1.0,2024-03-25T06:00:36.4728066Z,2024-03-25T06:00:36.6446357Z,
6d2acd89-66d9-49a3-abd5-151e2d354f35,16846300,Scheduled,2024-03-25T06:00:02.38Z,2024-03-25T06:00:38.24Z,Completed,,,,,
6d2acd89-66d9-49a3-abd5-151e2d354f35,16846300,Scheduled,2024-03-25T06:00:02.38Z,2024-03-25T06:00:38.24Z,Completed,,,,,
eff4809f-433d-4db3-8224-153d2ebbef47,16812358,Scheduled,2024-03-24T06:00:04.01Z,2024-03-24T06:00:37.067Z,Completed,,1.0,2024-03-24T06:00:04.15039Z,2024-03-24T06:00:34.768873Z,
eff4809f-433d-4db3-8224-153d2ebbef47,16812358,Scheduled,2024-03-24T06:00:04.01Z,2024-03-24T06:00:37.067Z,Completed,,1.0,2024-03-24T06:00:35.0345223Z,2024-03-24T06:00:35.3469542Z,
eff4809f-433d-4db3-8224-153d2ebbef47,16812358,Scheduled,2024-03-24T06:00:04.01Z,2024-03-24T06:00:37.067Z,Completed,,,,,
eff4809f-433d-4db3-8224-153d2ebbef47,16812358,Scheduled,2024-03-24T06:00:04.01Z,2024-03-24T06:00:37.067Z,Completed,,,,,
2753076f-981e-4f93-98c3-493b93761924,16777537,Scheduled,2024-03-23T06:00:05.173Z,2024-03-23T06:00:37.97Z,Completed,,1.0,2024-03-23T06:00:05.4228483Z,2024-03-23T06:00:35.7202344Z,
2753076f-981e-4f93-98c3-493b93761924,16777537,Scheduled,2024-03-23T06:00:05.173Z,2024-03-23T06:00:37.97Z,Completed,,1.0,2024-03-23T06:00:36.0170464Z,2024-03-23T06:00:36.3451766Z,
2753076f-981e-4f93-98c3-493b93761924,16777537,Scheduled,2024-03-23T06:00:05.173Z,2024-03-23T06:00:37.97Z,Completed,,,,,
2753076f-981e-4f93-98c3-493b93761924,16777537,Scheduled,2024-03-23T06:00:05.173Z,2024-03-23T06:00:37.97Z,Completed,,,,,
9fee9596-eb30-454e-bf02-833faa7c64b5,16739839,Scheduled,2024-03-22T06:00:03.507Z,2024-03-22T06:00:29.133Z,Completed,,1.0,2024-03-22T06:00:03.7417446Z,2024-03-22T06:00:27.3040283Z,
9fee9596-eb30-454e-bf02-833faa7c64b5,16739839,Scheduled,2024-03-22T06:00:03.507Z,2024-03-22T06:00:29.133Z,Completed,,1.0,2024-03-22T06:00:27.7259025Z,2024-03-22T06:00:27.8977749Z,
9fee9596-eb30-454e-bf02-833faa7c64b5,16739839,Scheduled,2024-03-22T06:00:03.507Z,2024-03-22T06:00:29.133Z,Completed,,,,,
9fee9596-eb30-454e-bf02-833faa7c64b5,16739839,Scheduled,2024-03-22T06:00:03.507Z,2024-03-22T06:00:29.133Z,Completed,,,,,
97fb5e93-c13c-4cc6-b2ad-81f760b08cb9,16699966,Scheduled,2024-03-21T06:00:04.297Z,2024-03-21T06:00:37.217Z,Completed,,1.0,2024-03-21T06:00:04.5168907Z,2024-03-21T06:00:34.7005414Z,
97fb5e93-c13c-4cc6-b2ad-81f760b08cb9,16699966,Scheduled,2024-03-21T06:00:04.297Z,2024-03-21T06:00:37.217Z,Completed,,1.0,2024-03-21T06:00:34.9974091Z,2024-03-21T06:00:35.1848973Z,
97fb5e93-c13c-4cc6-b2ad-81f760b08cb9,16699966,Scheduled,2024-03-21T06:00:04.297Z,2024-03-21T06:00:37.217Z,Completed,,,,,
97fb5e93-c13c-4cc6-b2ad-81f760b08cb9,16699966,Scheduled,2024-03-21T06:00:04.297Z,2024-03-21T06:00:37.217Z,Completed,,,,,
3cc27037-ee7e-4d97-b867-769c3c614aa1,16660032,Scheduled,2024-03-20T06:00:06.007Z,2024-03-20T06:00:33.95Z,Completed,,1.0,2024-03-20T06:00:06.1463127Z,2024-03-20T06:00:31.9654346Z,
3cc27037-ee7e-4d97-b867-769c3c614aa1,16660032,Scheduled,2024-03-20T06:00:06.007Z,2024-03-20T06:00:33.95Z,Completed,,1.0,2024-03-20T06:00:32.1998107Z,2024-03-20T06:00:32.3716858Z,
3cc27037-ee7e-4d97-b867-769c3c614aa1,16660032,Scheduled,2024-03-20T06:00:06.007Z,2024-03-20T06:00:33.95Z,Completed,,,,,
3cc27037-ee7e-4d97-b867-769c3c614aa1,16660032,Scheduled,2024-03-20T06:00:06.007Z,2024-03-20T06:00:33.95Z,Completed,,,,,
a88e7d68-02ab-40df-8bcf-155ee29ba748,16622742,Scheduled,2024-03-19T06:00:04.64Z,2024-03-19T06:00:31.01Z,Completed,,1.0,2024-03-19T06:00:04.7656339Z,2024-03-19T06:00:29.1805143Z,
a88e7d68-02ab-40df-8bcf-155ee29ba748,16622742,Scheduled,2024-03-19T06:00:04.64Z,2024-03-19T06:00:31.01Z,Completed,,1.0,2024-03-19T06:00:29.4930146Z,2024-03-19T06:00:29.7117671Z,
a88e7d68-02ab-40df-8bcf-155ee29ba748,16622742,Scheduled,2024-03-19T06:00:04.64Z,2024-03-19T06:00:31.01Z,Completed,,,,,
a88e7d68-02ab-40df-8bcf-155ee29ba748,16622742,Scheduled,2024-03-19T06:00:04.64Z,2024-03-19T06:00:31.01Z,Completed,,,,,
43ac9dfd-208c-4e0f-b7a0-3163c40f93f4,16587347,Scheduled,2024-03-18T06:00:07.21Z,2024-03-18T06:00:33.71Z,Completed,,1.0,2024-03-18T06:00:07.2721368Z,2024-03-18T06:00:32.2092259Z,
43ac9dfd-208c-4e0f-b7a0-3163c40f93f4,16587347,Scheduled,2024-03-18T06:00:07.21Z,2024-03-18T06:00:33.71Z,Completed,,1.0,2024-03-18T06:00:32.4436062Z,2024-03-18T06:00:32.615485Z,
43ac9dfd-208c-4e0f-b7a0-3163c40f93f4,16587347,Scheduled,2024-03-18T06:00:07.21Z,2024-03-18T06:00:33.71Z,Completed,,,,,
43ac9dfd-208c-4e0f-b7a0-3163c40f93f4,16587347,Scheduled,2024-03-18T06:00:07.21Z,2024-03-18T06:00:33.71Z,Completed,,,,,
1eccb1f0-0411-4135-aeb9-3a1a4976af48,16553004,Scheduled,2024-03-17T06:00:04.803Z,2024-03-17T06:00:33.28Z,Completed,,1.0,2024-03-17T06:00:04.8511209Z,2024-03-17T06:00:31.5141932Z,
1eccb1f0-0411-4135-aeb9-3a1a4976af48,16553004,Scheduled,2024-03-17T06:00:04.803Z,2024-03-17T06:00:33.28Z,Completed,,1.0,2024-03-17T06:00:31.7641251Z,2024-03-17T06:00:32.0766307Z,
1eccb1f0-0411-4135-aeb9-3a1a4976af48,16553004,Scheduled,2024-03-17T06:00:04.803Z,2024-03-17T06:00:33.28Z,Completed,,,,,
1eccb1f0-0411-4135-aeb9-3a1a4976af48,16553004,Scheduled,2024-03-17T06:00:04.803Z,2024-03-17T06:00:33.28Z,Completed,,,,,
4f0522dd-7561-4203-91b0-09a5b46160ac,16517755,Scheduled,2024-03-16T06:00:05.617Z,2024-03-16T06:00:36.863Z,Completed,,1.0,2024-03-16T06:00:05.6775946Z,2024-03-16T06:00:35.0664598Z,
4f0522dd-7561-4203-91b0-09a5b46160ac,16517755,Scheduled,2024-03-16T06:00:05.617Z,2024-03-16T06:00:36.863Z,Completed,,1.0,2024-03-16T06:00:35.3319733Z,2024-03-16T06:00:35.6444857Z,
4f0522dd-7561-4203-91b0-09a5b46160ac,16517755,Scheduled,2024-03-16T06:00:05.617Z,2024-03-16T06:00:36.863Z,Completed,,,,,
4f0522dd-7561-4203-91b0-09a5b46160ac,16517755,Scheduled,2024-03-16T06:00:05.617Z,2024-03-16T06:00:36.863Z,Completed,,,,,
deedeeec-a7c6-d0de-3a6f-8e30419fe2b4,16966172,OnDemand,2024-03-28T12:26:04.54Z,2024-03-28T12:26:42.983Z,Completed,,1.0,2024-03-28T12:26:04.5878438Z,2024-03-28T12:26:41.9528375Z,
deedeeec-a7c6-d0de-3a6f-8e30419fe2b4,16966172,OnDemand,2024-03-28T12:26:04.54Z,2024-03-28T12:26:42.983Z,Completed,,1.0,2024-03-28T12:26:42.2653936Z,2024-03-28T12:26:42.4372763Z,
deedeeec-a7c6-d0de-3a6f-8e30419fe2b4,16966172,OnDemand,2024-03-28T12:26:04.54Z,2024-03-28T12:26:42.983Z,Completed,,,,,
deedeeec-a7c6-d0de-3a6f-8e30419fe2b4,16966172,OnDemand,2024-03-28T12:26:04.54Z,2024-03-28T12:26:42.983Z,Completed,,,,,
ded4032e-65fb-08a6-aa7c-9df907503855,16966449,OnDemand,2024-03-28T12:36:49.13Z,2024-03-28T12:37:07.817Z,Completed,,1.0,2024-03-28T12:36:49.1768832Z,2024-03-28T12:37:06.9740052Z,
ded4032e-65fb-08a6-aa7c-9df907503855,16966449,OnDemand,2024-03-28T12:36:49.13Z,2024-03-28T12:37:07.817Z,Completed,,1.0,2024-03-28T12:37:07.1615246Z,2024-03-28T12:37:07.3177811Z,
ded4032e-65fb-08a6-aa7c-9df907503855,16966449,OnDemand,2024-03-28T12:36:49.13Z,2024-03-28T12:37:07.817Z,Completed,,,,,
ded4032e-65fb-08a6-aa7c-9df907503855,16966449,OnDemand,2024-03-28T12:36:49.13Z,2024-03-28T12:37:07.817Z,Completed,,,,,
2624c797-c07e-f7b9-9096-47524dc10377,17153164,OnDemand,2024-04-02T15:25:45.233Z,2024-04-02T15:26:08.317Z,Completed,,1.0,2024-04-02T15:25:45.2952578Z,2024-04-02T15:26:07.033938Z,
2624c797-c07e-f7b9-9096-47524dc10377,17153164,OnDemand,2024-04-02T15:25:45.233Z,2024-04-02T15:26:08.317Z,Completed,,1.0,2024-04-02T15:26:07.3307948Z,2024-04-02T15:26:07.877665Z,
2624c797-c07e-f7b9-9096-47524dc10377,17153164,OnDemand,2024-04-02T15:25:45.233Z,2024-04-02T15:26:08.317Z,Completed,,,,,
2624c797-c07e-f7b9-9096-47524dc10377,17153164,OnDemand,2024-04-02T15:25:45.233Z,2024-04-02T15:26:08.317Z,Completed,,,,,
f4a0068b-1a0d-d755-57c9-05574ae5df9a,16966212,OnDemand,2024-03-28T12:28:45.36Z,2024-03-28T12:29:05.72Z,Completed,,1.0,2024-03-28T12:28:45.4057661Z,2024-03-28T12:29:04.7185047Z,
f4a0068b-1a0d-d755-57c9-05574ae5df9a,16966212,OnDemand,2024-03-28T12:28:45.36Z,2024-03-28T12:29:05.72Z,Completed,,1.0,2024-03-28T12:29:05.046645Z,2024-03-28T12:29:05.234083Z,
f4a0068b-1a0d-d755-57c9-05574ae5df9a,16966212,OnDemand,2024-03-28T12:28:45.36Z,2024-03-28T12:29:05.72Z,Completed,,,,,
f4a0068b-1a0d-d755-57c9-05574ae5df9a,16966212,OnDemand,2024-03-28T12:28:45.36Z,2024-03-28T12:29:05.72Z,Completed,,,,,
86835af7-c875-a941-1d71-1bf88ee333fd,16966165,OnDemand,2024-03-28T12:25:54.67Z,2024-03-28T12:25:59.14Z,Failed,"{""errorCode"":""ModelRefresh_ShortMessage_ProcessingError"",""errorDescription"":""{\""error\"":{\""code\"":\""DM_GWPipeline_Client_GatewayUnreachable\"",\""pbi.error\"":{\""code\"":\""DM_GWPipeline_Client_GatewayUnreachable\"",\""parameters\"":{},\""details\"":[],\""exceptionCulprit\"":1}}} Table: Catalog - Workspace.""}",1.0,2024-03-28T12:25:54.7332496Z,2024-03-28T12:25:59.1395589Z,"{""errorCode"":""ModelRefresh_ShortMessage_ProcessingError"",""errorDescription"":""{\""error\"":{\""code\"":\""DM_GWPipeline_Client_GatewayUnreachable\"",\""pbi.error\"":{\""code\"":\""DM_GWPipeline_Client_GatewayUnreachable\"",\""parameters\"":{},\""details\"":[],\""exceptionCulprit\"":1}}} Table: Catalog - Workspace.""}"
86835af7-c875-a941-1d71-1bf88ee333fd,16966165,OnDemand,2024-03-28T12:25:54.67Z,2024-03-28T12:25:59.14Z,Failed,"{""errorCode"":""ModelRefresh_ShortMessage_ProcessingError"",""errorDescription"":""{\""error\"":{\""code\"":\""DM_GWPipeline_Client_GatewayUnreachable\"",\""pbi.error\"":{\""code\"":\""DM_GWPipeline_Client_GatewayUnreachable\"",\""parameters\"":{},\""details\"":[],\""exceptionCulprit\"":1}}} Table: Catalog - Workspace.""}",,,,
86835af7-c875-a941-1d71-1bf88ee333fd,16966165,OnDemand,2024-03-28T12:25:54.67Z,2024-03-28T12:25:59.14Z,Failed,"{""errorCode"":""ModelRefresh_ShortMessage_ProcessingError"",""errorDescription"":""{\""error\"":{\""code\"":\""DM_GWPipeline_Client_GatewayUnreachable\"",\""pbi.error\"":{\""code\"":\""DM_GWPipeline_Client_GatewayUnreachable\"",\""parameters\"":{},\""details\"":[],\""exceptionCulprit\"":1}}} Table: Catalog - Workspace.""}",,,,
86835af7-c875-a941-1d71-1bf88ee333fd,16966165,OnDemand,2024-03-28T12:25:54.67Z,2024-03-28T12:25:59.14Z,Failed,"{""errorCode"":""ModelRefresh_ShortMessage_ProcessingError"",""errorDescription"":""{\""error\"":{\""code\"":\""DM_GWPipeline_Client_GatewayUnreachable\"",\""pbi.error\"":{\""code\"":\""DM_GWPipeline_Client_GatewayUnreachable\"",\""parameters\"":{},\""details\"":[],\""exceptionCulprit\"":1}}} Table: Catalog - Workspace.""}",,,,
7a34fd22-2e1c-fcde-d8f4-1a596021e6c5,16927944,OnDemand,2024-03-27T13:03:15.157Z,2024-03-27T13:03:19.397Z,Failed,"{""errorCode"":""ModelRefresh_ShortMessage_ProcessingError"",""errorDescription"":""{\""error\"":{\""code\"":\""DM_GWPipeline_Client_GatewayUnreachable\"",\""pbi.error\"":{\""code\"":\""DM_GWPipeline_Client_GatewayUnreachable\"",\""parameters\"":{},\""details\"":[],\""exceptionCulprit\"":1}}} Table: Catalog - DataSource.""}",1.0,2024-03-27T13:03:15.2200235Z,2024-03-27T13:03:19.3977323Z,"{""errorCode"":""ModelRefresh_ShortMessage_ProcessingError"",""errorDescription"":""{\""error\"":{\""code\"":\""DM_GWPipeline_Client_GatewayUnreachable\"",\""pbi.error\"":{\""code\"":\""DM_GWPipeline_Client_GatewayUnreachable\"",\""parameters\"":{},\""details\"":[],\""exceptionCulprit\"":1}}} Table: Catalog - DataSource.""}"
7a34fd22-2e1c-fcde-d8f4-1a596021e6c5,16927944,OnDemand,2024-03-27T13:03:15.157Z,2024-03-27T13:03:19.397Z,Failed,"{""errorCode"":""ModelRefresh_ShortMessage_ProcessingError"",""errorDescription"":""{\""error\"":{\""code\"":\""DM_GWPipeline_Client_GatewayUnreachable\"",\""pbi.error\"":{\""code\"":\""DM_GWPipeline_Client_GatewayUnreachable\"",\""parameters\"":{},\""details\"":[],\""exceptionCulprit\"":1}}} Table: Catalog - DataSource.""}",,,,
7a34fd22-2e1c-fcde-d8f4-1a596021e6c5,16927944,OnDemand,2024-03-27T13:03:15.157Z,2024-03-27T13:03:19.397Z,Failed,"{""errorCode"":""ModelRefresh_ShortMessage_ProcessingError"",""errorDescription"":""{\""error\"":{\""code\"":\""DM_GWPipeline_Client_GatewayUnreachable\"",\""pbi.error\"":{\""code\"":\""DM_GWPipeline_Client_GatewayUnreachable\"",\""parameters\"":{},\""details\"":[],\""exceptionCulprit\"":1}}} Table: Catalog - DataSource.""}",,,,
7a34fd22-2e1c-fcde-d8f4-1a596021e6c5,16927944,OnDemand,2024-03-27T13:03:15.157Z,2024-03-27T13:03:19.397Z,Failed,"{""errorCode"":""ModelRefresh_ShortMessage_ProcessingError"",""errorDescription"":""{\""error\"":{\""code\"":\""DM_GWPipeline_Client_GatewayUnreachable\"",\""pbi.error\"":{\""code\"":\""DM_GWPipeline_Client_GatewayUnreachable\"",\""parameters\"":{},\""details\"":[],\""exceptionCulprit\"":1}}} Table: Catalog - DataSource.""}",,,,
ce941771-17cf-29a7-b3e2-d930ca107a90,16343204,OnDemand,2024-03-11T17:23:34.067Z,2024-03-11T17:33:01.28Z,Failed,"{""errorCode"":""ModelRefresh_ShortMessage_ProcessingError"",""errorDescription"":""[ValidateMarkupTags][ccon]Expression.Error: The key didn't match any rows in the table.. Key = [ccon][entity = \""Catalog - Permissions\"", version = \""\""][\/ccon]. Table = [ccon]#table({\""entity\"", \""dataCategory\"", \""Data\"", \""Tags\"", \""entityName\"", \""version\"", \""ItemKind\"", \""ItemName\"", \""IsLeaf\""}, {})[\/ccon]. [\/ccon];[ccon]The key didn't match any rows in the table.[\/ccon]. The exception was raised by the IDbCommand interface. Table: Catalog - Permission.""}",1.0,2024-03-11T17:23:34.1301326Z,2024-03-11T17:23:51.7241491Z,"{""errorCode"":""ModelRefresh_ShortMessage_ProcessingError"",""errorDescription"":""[ValidateMarkupTags][ccon]Expression.Error: The key didn't match any rows in the table.. Key = [ccon][entity = \""Catalog - Permissions\"", version = \""\""][\/ccon]. Table = [ccon]#table({\""entity\"", \""dataCategory\"", \""Data\"", \""Tags\"", \""entityName\"", \""version\"", \""ItemKind\"", \""ItemName\"", \""IsLeaf\""}, {})[\/ccon]. [\/ccon];[ccon]The key didn't match any rows in the table.[\/ccon]. The exception was raised by the IDbCommand interface. Table: Catalog - Permission.""}"
ce941771-17cf-29a7-b3e2-d930ca107a90,16343204,OnDemand,2024-03-11T17:23:34.067Z,2024-03-11T17:33:01.28Z,Failed,"{""errorCode"":""ModelRefresh_ShortMessage_ProcessingError"",""errorDescription"":""[ValidateMarkupTags][ccon]Expression.Error: The key didn't match any rows in the table.. Key = [ccon][entity = \""Catalog - Permissions\"", version = \""\""][\/ccon]. Table = [ccon]#table({\""entity\"", \""dataCategory\"", \""Data\"", \""Tags\"", \""entityName\"", \""version\"", \""ItemKind\"", \""ItemName\"", \""IsLeaf\""}, {})[\/ccon]. [\/ccon];[ccon]The key didn't match any rows in the table.[\/ccon]. The exception was raised by the IDbCommand interface. Table: Catalog - Permission.""}",2.0,2024-03-11T17:24:51.7437366Z,2024-03-11T17:25:29.5042449Z,"{""errorCode"":""ModelRefresh_ShortMessage_ProcessingError"",""errorDescription"":""[ValidateMarkupTags][ccon]Expression.Error: The key didn't match any rows in the table.. Key = [ccon][entity = \""Catalog - Permissions\"", version = \""\""][\/ccon]. Table = [ccon]#table({\""entity\"", \""dataCategory\"", \""Data\"", \""Tags\"", \""entityName\"", \""version\"", \""ItemKind\"", \""ItemName\"", \""IsLeaf\""}, {})[\/ccon]. [\/ccon];[ccon]The key didn't match any rows in the table.[\/ccon]. The exception was raised by the IDbCommand interface. Table: Catalog - Permission.""}"
